node_id,original_id,public,gender,age,region,completion_percentage
6393,220487,1,0,21,"presovsky kraj, presov",60
6395,220744,1,0,16,"nitriansky kraj, nitra",90
6394,220619,1,0,12,"trenciansky kraj, nove mesto nad vahom",79
6396,220778,1,0,20,"trenciansky kraj, handlova",93
6397,220800,1,1,22,"presovsky kraj, presov",79
6398,220886,1,0,0,"zilinsky kraj, martin",14
6400,221201,1,1,23,"nitriansky kraj, levice",66
6399,221171,1,0,16,"zilinsky kraj, vrutky",72
6401,221280,0,1,0,"nitriansky kraj, komarno",19
6403,221601,1,1,21,"presovsky kraj, vranov nad toplou",41
6402,221570,1,0,19,"kosicky kraj, kosice - sidlisko tahanovce",59
6406,221645,1,1,0,"kosicky kraj, kosice - stare mesto",50
6408,221675,1,0,17,"ceska republika, cz - ostravsky kraj",71
6405,221633,1,0,0,"trenciansky kraj, povazska bystrica",64
6404,221607,1,0,0,"presovsky kraj, vranov nad toplou",66
6409,221807,1,0,19,"trenciansky kraj, nove mesto nad vahom",74
6407,221666,1,1,22,"presovsky kraj, vranov nad toplou",64
6410,221885,1,1,0,"zilinsky kraj, zilina",19
6413,221965,1,0,0,"nitriansky kraj, sala",57
6414,222022,0,1,0,"trnavsky kraj, trnava",29
6411,221933,1,0,0,"presovsky kraj, kezmarok",31
6412,221934,1,0,0,"zahranicie, zahranicie - gb",22
6415,222180,1,1,29,"banskobystricky kraj, detva",69
6416,222217,0,1,21,"nitriansky kraj, komarno",67
6417,222327,1,0,17,"presovsky kraj, poprad",59
6418,222328,1,1,16,"presovsky kraj, lipany",79
6421,222492,1,1,0,"trnavsky kraj, galanta",52
6420,222458,1,1,18,"presovsky kraj, poprad",47
6419,222443,1,0,18,"ceska republika, cz - ustecky kraj",21
6422,222618,1,1,16,"nitriansky kraj, nove zamky",90
6425,222696,1,1,0,"bratislavsky kraj, bratislava - ostatne",22
6423,222629,1,1,17,"nitriansky kraj, nitra",71
6426,222722,1,1,33,"bratislavsky kraj, bratislava - okolie",12
6424,222655,1,1,0,"banskobystricky kraj, lucenec",16
6428,222760,0,0,0,"zahranicie, zahranicie - australia",12
6427,222734,1,0,16,"trnavsky kraj, holic",12
6430,223028,1,0,0,"trenciansky kraj, partizanske",41
6429,222989,1,0,18,"trenciansky kraj, nove mesto nad vahom",62
6431,223044,1,0,0,"zilinsky kraj, turcianske teplice",62
6433,223217,1,0,0,"nitriansky kraj, surany",74
6434,223234,1,1,0,"nitriansky kraj, nitra",67
6435,223256,1,0,28,"zahranicie, zahranicie - ostatne",45
6436,223376,1,0,0,"kosicky kraj, kralovsky chlmec",47
6432,223215,1,1,22,"kosicky kraj, kosice - juh",67
6440,223607,1,0,20,"presovsky kraj, presov",71
6437,223437,1,0,0,"nitriansky kraj, kolarovo",74
6438,223519,1,0,0,"trnavsky kraj, dunajska streda",12
6442,223637,1,1,21,"nitriansky kraj, nove zamky",74
6441,223626,1,1,18,"kosicky kraj, gelnica",83
6439,223523,1,1,19,"nitriansky kraj, nove zamky",64
6446,223698,1,1,24,"presovsky kraj, bardejov",21
6449,223741,1,0,0,"nitriansky kraj, komarno",76
6450,223742,1,0,17,"nitriansky kraj, komarno",12
6451,223746,1,1,18,"zahranicie, zahranicie - australia",52
6452,223788,1,0,20,"trnavsky kraj, senica",48
6443,223675,1,1,0,"presovsky kraj, svidnik",16
6445,223686,1,0,0,"bratislavsky kraj, malacky",72
6444,223678,1,1,21,"trnavsky kraj, senica",19
6453,223804,1,0,29,"kosicky kraj, kosice - ostatne",21
6448,223716,1,0,18,"presovsky kraj, podolinec",78
6447,223709,1,1,21,"kosicky kraj, moldava nad bodvou",67
6454,223827,1,0,16,"banskobystricky kraj, rimavska sobota",90
6458,223924,1,1,19,"nitriansky kraj, nove zamky",16
6461,223937,1,0,15,"trenciansky kraj, nove mesto nad vahom",88
6459,223929,1,0,0,"nitriansky kraj, kolarovo",57
6457,223912,1,0,21,"zahranicie, zahranicie - ostatne",74
6460,223930,1,1,19,"nitriansky kraj, nove zamky",53
6465,224028,1,1,20,"nitriansky kraj, nove zamky",72
6468,224088,1,1,0,"nitriansky kraj, nove zamky",69
6466,224033,1,1,0,"nitriansky kraj, nove zamky",60
6467,224048,1,0,16,"banskobystricky kraj, rimavska sobota",59
6462,223991,1,0,17,"presovsky kraj, presov",62
6455,223884,1,0,0,"trnavsky kraj, galanta",17
6463,223993,0,0,0,"nitriansky kraj, sala",62
6456,223887,1,0,18,"nitriansky kraj, nove zamky",69
6464,224023,1,1,21,"nitriansky kraj, nove zamky",69
6469,224092,0,1,0,"nitriansky kraj, sala",69
6470,224095,1,1,20,"nitriansky kraj, nove zamky",71
6471,224097,1,1,18,"nitriansky kraj, nove zamky",60
6472,224242,0,1,19,"kosicky kraj, kosice - sidlisko tahanovce",91
6473,224246,1,0,0,"kosicky kraj, kosice - juh",33
6474,224449,1,1,19,"zahranicie, zahranicie - gb",78
6475,224454,1,0,14,"kosicky kraj, kosice - sever",71
6479,224538,1,1,15,"kosicky kraj, kosice - okolie",76
6478,224523,1,0,16,"kosicky kraj, kosice - sidlisko tahanovce",83
6476,224487,0,0,19,"kosicky kraj, kosice - zapad",60
6484,224611,1,0,19,"zahranicie, zahranicie - gb",69
6482,224598,1,0,19,"kosicky kraj, kosice - zapad",76
6486,224627,1,1,18,"presovsky kraj, presov",93
6487,224628,1,1,17,"kosicky kraj, kosice - okolie",83
6480,224559,1,0,14,"presovsky kraj, presov",93
6477,224514,1,1,20,"banskobystricky kraj, banska bystrica",21
6485,224620,1,0,18,"presovsky kraj, presov",84
6481,224579,1,1,20,"presovsky kraj, bardejov",71
6483,224604,1,1,0,"zahranicie, zahranicie - gb",97
6488,224655,1,1,17,"nitriansky kraj, nitra",74
6489,224673,0,0,0,"zahranicie, zahranicie - gb",98
6492,224794,1,0,0,"nitriansky kraj, komarno",67
6493,224809,1,1,21,"trnavsky kraj, senica",21
6490,224700,1,1,20,"presovsky kraj, giraltovce",12
6496,224836,1,0,20,"nitriansky kraj, nove zamky",62
6499,224851,0,0,19,"zahranicie, zahranicie - gb",93
6497,224837,1,1,17,"nitriansky kraj, nove zamky",79
6498,224840,1,0,18,"nitriansky kraj, sala",12
6491,224737,1,0,0,"presovsky kraj, poprad",71
6502,224896,1,1,0,"bratislavsky kraj, bratislava - petrzalka",86
6500,224873,1,1,20,"nitriansky kraj, nove zamky",53
6501,224886,1,0,20,"ceska republika, cz - ostravsky kraj",74
6495,224828,1,0,0,"nitriansky kraj, nove zamky",52
6494,224820,1,1,21,"nitriansky kraj, vrable",60
6504,225005,1,1,22,"trnavsky kraj, senica",66
6505,225019,1,0,20,"kosicky kraj, kosice - zapad",60
6508,225033,1,1,18,"kosicky kraj, kosice - stare mesto",12
6506,225020,1,0,19,"kosicky kraj, kosice - sidlisko tahanovce",71
6510,225049,1,1,0,"zahranicie, zahranicie - gb",67
6507,225030,1,1,20,"kosicky kraj, kosice - krasna nad hornadom",67
6511,225055,1,0,0,"kosicky kraj, kralovsky chlmec",50
6503,224995,1,0,13,"presovsky kraj, bardejov",98
6515,225123,1,0,19,"kosicky kraj, kosice - zapad",12
6521,225196,1,1,25,"kosicky kraj, kosice - zapad",17
6509,225043,1,0,19,"presovsky kraj, vranov nad toplou",90
6512,225068,1,1,19,"kosicky kraj, kosice - zapad",16
6519,225186,0,0,18,"nitriansky kraj, nove zamky",72
6530,225286,1,0,21,"kosicky kraj, kralovsky chlmec",74
6525,225249,1,0,18,"kosicky kraj, kosice - sidlisko tahanovce",24
6531,225287,1,0,19,"presovsky kraj, svidnik",98
6516,225175,0,0,19,"trnavsky kraj, dunajska streda",74
6520,225193,1,1,19,"kosicky kraj, kosice - zapad",57
6517,225176,1,0,0,"trnavsky kraj, dunajska streda",22
6522,225199,1,1,22,"zahranicie, zahranicie - usa",19
6513,225070,1,1,22,"zahranicie, zahranicie - usa",14
6518,225178,1,0,0,"nitriansky kraj, nove zamky",79
6514,225073,1,1,20,"presovsky kraj, stara lubovna",72
6532,225331,1,1,17,"zahranicie, zahranicie - gb",24
6523,225204,1,1,37,"kosicky kraj, kosice - dargovskych hrdinov",36
6524,225205,1,0,18,"presovsky kraj, humenne",83
6526,225255,1,0,18,"kosicky kraj, kosice - zapad",62
6527,225275,1,0,0,"banskobystricky kraj, banska bystrica",66
6528,225276,1,0,0,"trnavsky kraj, galanta",45
6529,225279,1,0,17,"nitriansky kraj, komarno",59
6533,225396,1,1,19,"kosicky kraj, michalovce",71
6534,225451,1,1,19,"kosicky kraj, kosice - okolie",43
6535,225469,1,0,0,"nitriansky kraj, vrable",74
6536,225470,1,0,21,"kosicky kraj, kosice - sidlisko tahanovce",16
6537,225490,1,0,0,"zahranicie, zahranicie - usa",52
6538,225621,1,1,22,"trnavsky kraj, senica",12
6540,225744,1,1,21,"kosicky kraj, kosice - sever",78
6541,225783,1,0,0,"kosicky kraj, kosice - krasna nad hornadom",28
6539,225690,1,0,0,"kosicky kraj, kosice - zapad",72
6543,225993,1,0,16,"presovsky kraj, sabinov",69
6546,226036,1,1,0,"zahranicie, zahranicie - ostatne",22
6542,225879,1,0,0,"bratislavsky kraj, malacky",86
6544,226017,1,1,0,"trnavsky kraj, piestany",62
6545,226026,1,0,18,"zahranicie, zahranicie - francuzsko",12
6547,226126,0,1,0,"nitriansky kraj, nitra",16
6549,226157,1,0,0,"nitriansky kraj, komarno",83
6548,226155,1,0,21,"ceska republika, cz - plzensky kraj",74
6550,226208,1,0,17,"zilinsky kraj, trstena",78
6552,226266,1,0,16,"zilinsky kraj, namestovo",52
6551,226215,1,0,21,"bratislavsky kraj, bratislava - petrzalka",69
6554,226373,1,1,17,"zilinsky kraj, namestovo",90
6553,226287,1,0,20,"presovsky kraj, vranov nad toplou",57
6555,226548,1,0,0,"banskobystricky kraj, sliac",57
6558,226696,1,1,19,"trnavsky kraj, gbely",21
6557,226626,1,1,0,"nitriansky kraj, sturovo",59
6556,226602,1,0,19,"trenciansky kraj, povazska bystrica",12
6559,226786,1,0,16,"banskobystricky kraj, brezno",71
6562,226816,1,0,0,"banskobystricky kraj, filakovo",38
6564,226952,1,0,13,"ceska republika, cz - praha",84
6563,226844,1,1,24,"trnavsky kraj, senica",16
6560,226799,1,0,18,"trnavsky kraj, senica",71
6565,227043,1,0,19,"presovsky kraj, kezmarok",69
6561,226809,1,1,18,"trnavsky kraj, senica",17
6566,227074,1,0,19,"trenciansky kraj, nova dubnica",14
6567,227168,0,0,0,"presovsky kraj, kezmarok",53
6570,227276,1,0,15,"nitriansky kraj, levice",76
6571,227417,1,0,21,"nitriansky kraj, levice",69
6569,227264,1,0,0,"trenciansky kraj, prievidza",100
6572,227492,1,0,20,"nitriansky kraj, levice",69
6568,227205,1,1,22,"nitriansky kraj, levice",76
6573,227599,1,0,20,"trnavsky kraj, gbely",74
6574,227702,1,0,0,"zahranicie, zahranicie - ostatne",43
6575,227761,1,1,18,"zilinsky kraj, namestovo",52
6577,227849,1,0,17,"zilinsky kraj, namestovo",19
6576,227812,1,1,0,"zilinsky kraj, namestovo",31
6578,227957,1,0,13,"zahranicie, zahranicie - kanada",60
6579,227996,1,1,0,"trnavsky kraj, galanta",66
6580,228051,1,0,21,"trenciansky kraj, nova dubnica",57
6581,228080,1,1,0,"nitriansky kraj, levice",64
6583,228244,1,0,22,"banskobystricky kraj, velky krtis",79
6584,228272,1,1,25,"nitriansky kraj, levice",72
6585,228289,1,0,14,"nitriansky kraj, nove zamky",79
6582,228150,1,0,14,"zilinsky kraj, namestovo",98
6586,228320,0,1,18,"kosicky kraj, spisska nova ves",55
6587,228370,1,1,17,"zilinsky kraj, namestovo",31
6590,228503,1,0,0,"kosicky kraj, roznava",67
6588,228488,1,1,0,"zilinsky kraj, namestovo",86
6593,228663,1,1,20,"kosicky kraj, medzev",84
6591,228598,1,1,0,"bratislavsky kraj, bratislava - stare mesto",16
6592,228608,1,0,0,"kosicky kraj, kosice - okolie",69
6589,228493,1,0,15,"nitriansky kraj, vrable",55
6594,228767,1,0,18,"zilinsky kraj, dolny kubin",91
6595,228821,1,0,20,"trenciansky kraj, trencin",41
6598,228921,1,0,17,"trenciansky kraj, partizanske",90
6596,228853,1,0,0,"zahranicie, zahranicie - ostatne",14
6602,229066,1,1,20,"trnavsky kraj, senica",60
6599,228971,1,1,18,"nitriansky kraj, nitra",69
6600,228983,1,0,0,"nitriansky kraj, nitra",90
6601,229062,1,1,20,"trnavsky kraj, senica",29
6597,228870,1,1,21,"nitriansky kraj, topolcany",59
6603,229108,1,1,0,"nitriansky kraj, surany",91
6604,229239,0,1,0,"trnavsky kraj, trnava",55
6606,229411,1,0,19,"presovsky kraj, vranov nad toplou",59
6605,229378,1,0,19,"presovsky kraj, stropkov",71
6607,229503,1,0,18,"presovsky kraj, vranov nad toplou",17
6608,229550,1,1,19,"trenciansky kraj, novaky",71
6611,229790,1,1,21,"kosicky kraj, spisska nova ves",64
6609,229603,1,0,17,"presovsky kraj, vranov nad toplou",71
6613,229855,1,0,21,"zahranicie, zahranicie - gb",67
6614,229872,1,0,17,"presovsky kraj, presov",57
6610,229765,1,1,18,"trenciansky kraj, prievidza",16
6612,229823,1,0,20,"banskobystricky kraj, lucenec",60
6620,230005,1,1,20,"banskobystricky kraj, rimavska sobota",71
6615,229917,1,0,30,"banskobystricky kraj, poltar",72
6616,229931,1,0,0,"presovsky kraj, presov",55
6617,229946,1,1,21,"zahranicie, zahranicie - rakusko",62
6623,230118,1,1,16,"kosicky kraj, kosice - okolie",72
6625,230135,1,0,18,"presovsky kraj, vranov nad toplou",86
6622,230096,1,1,14,"presovsky kraj, presov",62
6618,229975,1,1,20,"presovsky kraj, sabinov",16
6628,230221,1,1,19,"presovsky kraj, bardejov",88
6629,230225,1,0,19,"banskobystricky kraj, rimavska sobota",67
6619,229980,1,1,0,"banskobystricky kraj, lucenec",74
6621,230076,1,1,21,"presovsky kraj, poprad",71
6630,230254,1,1,14,"kosicky kraj, spisske vlachy",40
6624,230130,1,1,0,"kosicky kraj, trebisov",66
6631,230290,1,1,18,"trenciansky kraj, puchov",55
6626,230213,1,1,22,"banskobystricky kraj, filakovo",40
6632,230294,1,1,22,"kosicky kraj, velke kapusany",12
6627,230217,1,1,21,"presovsky kraj, bardejov",81
6637,230477,1,0,0,"banskobystricky kraj, filakovo",50
6633,230324,1,0,16,"presovsky kraj, poprad",71
6638,230480,1,1,19,"kosicky kraj, michalovce",72
6635,230410,1,0,0,"trenciansky kraj, puchov",16
6636,230474,1,1,23,"zilinsky kraj, liptovsky mikulas",81
6634,230398,1,1,23,"trnavsky kraj, dunajska streda",78
6639,230582,1,1,38,"zilinsky kraj, zilina",67
6640,230706,1,0,19,"trenciansky kraj, prievidza",71
6642,230807,1,0,16,"presovsky kraj, vranov nad toplou",31
6641,230805,1,0,18,"presovsky kraj, humenne",67
6643,231044,1,0,18,"presovsky kraj, vranov nad toplou",71
6644,231250,1,0,15,"presovsky kraj, svidnik",81
6645,231372,1,1,20,"nitriansky kraj, komarno",69
6646,231373,1,0,18,"presovsky kraj, presov",84
6647,231752,1,1,24,"nitriansky kraj, sala",76
6648,231786,1,1,0,"nitriansky kraj, nitra",67
6650,232069,0,0,19,"kosicky kraj, michalovce",72
6652,232161,1,0,0,"presovsky kraj, stara lubovna",66
6649,232034,1,0,26,"zahranicie, zahranicie - ostatne",64
6651,232153,1,0,19,"zilinsky kraj, martin",24
6653,232323,1,0,19,"banskobystricky kraj, lucenec",86
6657,232370,0,1,19,"nitriansky kraj, sahy",71
6654,232330,0,1,18,"banskobystricky kraj, zvolen",84
6658,232444,1,1,22,"nitriansky kraj, levice",59
6655,232337,1,1,0,"nitriansky kraj, nitra",52
6656,232339,1,1,23,"nitriansky kraj, vrable",38
6659,232453,1,1,0,"presovsky kraj, poprad",21
6664,232756,1,1,21,"bratislavsky kraj, bratislava - karlova ves",12
6665,232757,1,0,18,"nitriansky kraj, zeliezovce",72
6661,232603,1,0,21,"zilinsky kraj, trstena",22
6662,232646,1,1,29,"kosicky kraj, kosice - stare mesto",79
6660,232588,1,1,23,"banskobystricky kraj, tornala",69
6666,232866,1,1,17,"banskobystricky kraj, rimavska sobota",14
6663,232709,1,1,19,"nitriansky kraj, zeliezovce",41
6667,232915,1,0,0,"banskobystricky kraj, velky krtis",17
6668,232919,1,1,22,"trenciansky kraj, prievidza",12
6670,233041,1,0,17,"presovsky kraj, presov",59
6669,233031,1,0,0,"presovsky kraj, lipany",53
6672,233165,1,1,23,"zilinsky kraj, martin",38
6671,233067,1,1,0,"trnavsky kraj, senica",31
6673,233225,1,1,20,"trenciansky kraj, trencin",69
6674,233284,1,0,21,"zilinsky kraj, ruzomberok",60
6677,233345,1,0,24,"nitriansky kraj, nitra",60
6676,233339,1,1,20,"nitriansky kraj, levice",67
6675,233321,1,1,17,"nitriansky kraj, topolcany",66
6681,233492,1,0,19,"banskobystricky kraj, velky krtis",86
6678,233464,1,0,0,"trnavsky kraj, galanta",59
6683,233574,1,0,17,"trnavsky kraj, trnava",71
6684,233576,1,1,18,"banskobystricky kraj, velky krtis",84
6679,233469,1,1,0,"presovsky kraj, presov",72
6680,233470,1,1,19,"zahranicie, zahranicie - nemecko",66
6685,233613,1,0,20,"trenciansky kraj, trencin",69
6682,233535,1,0,18,"zilinsky kraj, namestovo",81
6686,233615,1,1,20,"trenciansky kraj, trencin",64
6687,233742,1,0,18,"banskobystricky kraj, velky krtis",86
6688,233783,1,1,22,"trenciansky kraj, trencin",60
6690,233894,1,1,19,"nitriansky kraj, levice",83
6691,233977,1,0,22,"nitriansky kraj, vrable",38
6689,233820,1,1,0,"zahranicie, zahranicie - ostatne",12
6692,234020,1,1,17,"banskobystricky kraj, filakovo",12
6695,234444,1,1,0,"kosicky kraj, gelnica",71
6696,234497,1,0,23,"presovsky kraj, humenne",95
6694,234326,1,0,18,"kosicky kraj, spisska nova ves",28
6697,234500,1,0,0,"kosicky kraj, spisska nova ves",60
6698,234516,1,1,0,"kosicky kraj, roznava",95
6699,234517,1,1,21,"nitriansky kraj, nove zamky",78
6700,234543,1,0,0,"banskobystricky kraj, banska bystrica",34
6693,234312,1,0,20,"trenciansky kraj, trencin",72
6701,234647,1,0,0,"presovsky kraj, presov",21
6702,234683,1,0,20,"zilinsky kraj, namestovo",59
6706,234768,1,1,20,"nitriansky kraj, zlate moravce",74
6705,234712,1,1,18,"trnavsky kraj, senica",71
6703,234689,1,1,0,"trnavsky kraj, galanta",17
6707,234778,1,0,12,"zilinsky kraj, zilina",12
6704,234702,1,0,19,"zilinsky kraj, ruzomberok",95
6710,234920,0,1,0,"zilinsky kraj, namestovo",98
6708,234890,1,0,0,"zahranicie, zahranicie - ostatne",33
6709,234898,1,0,18,"nitriansky kraj, nitra",16
6711,234959,1,1,19,"trenciansky kraj, povazska bystrica",67
6712,235073,1,0,16,"kosicky kraj, kosice - barca",33
6714,235156,1,1,21,"zilinsky kraj, ruzomberok",60
6713,235107,1,1,24,"presovsky kraj, presov",69
6715,235159,1,0,22,"banskobystricky kraj, detva",79
6716,235177,1,0,19,"zilinsky kraj, liptovsky mikulas",76
6717,235324,0,1,0,"zilinsky kraj, martin",14
6718,235359,1,1,0,"trenciansky kraj, trencin",71
6720,235621,1,0,22,"nitriansky kraj, surany",78
6719,235599,1,1,18,"presovsky kraj, presov",59
6721,236210,1,1,19,"zahranicie, zahranicie - ostatne",64
6723,236401,1,0,19,"trenciansky kraj, povazska bystrica",69
6722,236332,1,1,22,"trenciansky kraj, prievidza",14
6726,236531,1,1,28,"banskobystricky kraj, lucenec",57
6725,236519,1,1,0,"banskobystricky kraj, rimavska sobota",12
6724,236490,1,0,22,"trenciansky kraj, prievidza",26
6728,236719,1,0,23,"trnavsky kraj, senica",71
6730,236838,1,0,0,"kosicky kraj, michalovce",16
6727,236638,1,0,0,"kosicky kraj, kosice - zapad",12
6729,236835,1,0,18,"banskobystricky kraj, rimavska sobota",74
6731,237005,1,0,18,"zilinsky kraj, ruzomberok",67
6733,237047,1,0,19,"kosicky kraj, michalovce",33
6734,237051,1,0,0,"kosicky kraj, michalovce",29
6735,237081,0,0,18,"bratislavsky kraj, bratislava - okolie",72
6736,237084,1,1,20,"kosicky kraj, michalovce",57
6737,237100,1,0,0,"kosicky kraj, michalovce",69
6738,237118,1,0,25,"bratislavsky kraj, malacky",62
6732,237045,1,0,0,"kosicky kraj, michalovce",55
6739,237236,1,1,19,"kosicky kraj, michalovce",79
6740,237362,1,0,17,"bratislavsky kraj, malacky",86
6741,237391,1,1,19,"zilinsky kraj, martin",31
6742,237408,1,1,22,"nitriansky kraj, levice",67
6743,237447,1,1,0,"trnavsky kraj, trnava",12
6744,237474,1,1,0,"trnavsky kraj, senica",78
6749,237646,1,1,0,"banskobystricky kraj, filakovo",22
6747,237635,1,1,0,"banskobystricky kraj, filakovo",14
6745,237592,1,0,16,"nitriansky kraj, nove zamky",86
6750,237676,1,1,0,"trenciansky kraj, novaky",62
6746,237595,1,0,15,"nitriansky kraj, zeliezovce",69
6748,237643,1,0,16,"banskobystricky kraj, filakovo",69
6755,237828,1,0,21,"trenciansky kraj, partizanske",67
6756,237871,1,1,18,"nitriansky kraj, topolcany",67
6751,237684,1,1,24,"nitriansky kraj, topolcany",19
6752,237686,1,0,18,"zilinsky kraj, martin",60
6753,237757,1,0,0,"trenciansky kraj, prievidza",69
6754,237802,1,0,17,"presovsky kraj, presov",98
6757,238042,1,1,23,"nitriansky kraj, levice",66
6759,238113,1,0,18,"nitriansky kraj, levice",71
6758,238092,1,1,19,"banskobystricky kraj, rimavska sobota",12
6763,238231,0,0,0,"banskobystricky kraj, rimavska sobota",48
6765,238262,1,0,16,"banskobystricky kraj, rimavska sobota",60
6764,238237,1,0,18,"trnavsky kraj, senica",55
6760,238125,1,1,18,"bratislavsky kraj, malacky",74
6761,238191,0,0,18,"trnavsky kraj, senica",16
6762,238229,1,0,16,"banskobystricky kraj, rimavska sobota",62
6768,238471,1,1,0,"banskobystricky kraj, rimavska sobota",81
6766,238430,1,1,0,"kosicky kraj, michalovce",78
6767,238431,1,1,23,"banskobystricky kraj, rimavska sobota",57
6769,238508,1,1,25,"nitriansky kraj, levice",66
6770,238554,1,0,22,"trenciansky kraj, prievidza",81
6771,238629,1,1,20,"zahranicie, zahranicie - ostatne",69
6773,238711,1,1,18,"trnavsky kraj, senica",64
6772,238706,0,0,22,"banskobystricky kraj, rimavska sobota",48
6776,238981,0,1,21,"presovsky kraj, kezmarok",66
6774,238858,1,1,0,"presovsky kraj, vranov nad toplou",88
6775,238967,1,1,0,"presovsky kraj, vranov nad toplou",91
6777,239090,1,1,20,"presovsky kraj, svidnik",83
6778,239166,1,1,20,"trnavsky kraj, trnava",26
6779,239223,1,1,0,"zahranicie, zahranicie - gb",41
6780,239267,1,0,16,"presovsky kraj, kezmarok",90
6782,239312,1,1,21,"ceska republika, cz - liberecky kraj",28
6783,239314,1,1,22,"zahranicie, zahranicie - ostatne",22
6781,239291,1,1,22,"nitriansky kraj, levice",67
6785,239478,1,1,19,"trenciansky kraj, povazska bystrica",78
6787,239538,1,1,16,"bratislavsky kraj, bratislava - ruzinov",14
6786,239486,1,1,0,"trnavsky kraj, holic",72
6788,239566,1,0,0,"banskobystricky kraj, filakovo",79
6784,239366,0,1,0,"trenciansky kraj, prievidza",72
6789,239585,1,1,24,"trnavsky kraj, galanta",69
6790,239655,1,1,25,"banskobystricky kraj, banska bystrica",12
6793,239798,1,1,18,"trenciansky kraj, nove mesto nad vahom",43
6796,239881,1,0,0,"trnavsky kraj, dunajska streda",17
6794,239858,0,0,0,"kosicky kraj, kosice - okolie",95
6791,239675,1,0,0,"banskobystricky kraj, filakovo",16
6795,239863,1,1,0,"kosicky kraj, kosice - okolie",16
6797,239892,1,1,0,"trnavsky kraj, dunajska streda",14
6792,239681,1,1,24,"trnavsky kraj, piestany",66
6800,240056,1,0,21,"nitriansky kraj, nove zamky",22
6798,239995,1,1,20,"kosicky kraj, sobrance",88
6799,239996,1,1,20,"presovsky kraj, vranov nad toplou",90
6803,240127,1,1,19,"kosicky kraj, spisske vlachy",16
6802,240101,0,1,18,"zahranicie, zahranicie - gb",76
6804,240176,1,1,21,"zahranicie, zahranicie - gb",69
6805,240177,1,1,21,"zahranicie, zahranicie - francuzsko",71
6801,240088,1,1,24,"trenciansky kraj, nove mesto nad vahom",66
6807,240407,1,1,18,"trnavsky kraj, senica",74
6808,240409,1,0,17,"bratislavsky kraj, bratislava - dubravka",83
6806,240209,1,0,0,"trenciansky kraj, novaky",19
6809,240440,1,0,0,"trnavsky kraj, senica",28
6810,240443,1,0,0,"trnavsky kraj, skalica",21
6811,240501,1,1,21,"trnavsky kraj, piestany",38
6812,240541,1,1,23,"nitriansky kraj, topolcany",24
6813,240560,1,0,0,"presovsky kraj, stara lubovna",59
6816,240678,1,1,0,"kosicky kraj, gelnica",47
6814,240626,1,0,15,"presovsky kraj, presov",19
6815,240629,1,1,18,"trenciansky kraj, trencin",34
6818,240857,1,0,0,"kosicky kraj, gelnica",72
6820,240886,1,0,0,"nitriansky kraj, nitra",83
6819,240872,1,0,0,"trnavsky kraj, piestany",71
6824,240979,1,0,20,"zahranicie, zahranicie - francuzsko",71
6825,240981,1,0,0,"kosicky kraj, michalovce",28
6821,240970,1,1,0,"zahranicie, zahranicie - gb",81
6822,240973,0,0,0,"kosicky kraj, michalovce",24
6830,241057,1,1,21,"presovsky kraj, vranov nad toplou",93
6823,240974,1,1,16,"kosicky kraj, sobrance",79
6817,240837,1,0,0,"zahranicie, zahranicie - ostatne",41
6826,241001,1,0,0,"trnavsky kraj, senica",29
6827,241002,1,0,0,"trnavsky kraj, senica",76
6828,241012,1,1,0,"trnavsky kraj, vrbove",64
6831,241070,1,1,0,"kosicky kraj, kosice - zapad",72
6829,241017,1,0,17,"trenciansky kraj, povazska bystrica",21
6833,241168,1,0,19,"trnavsky kraj, trnava",43
6834,241205,0,1,0,"nitriansky kraj, levice",60
6832,241073,1,0,17,"kosicky kraj, kosice - okolie",72
6836,241254,1,0,17,"zilinsky kraj, ruzomberok",69
6835,241210,1,1,20,"trnavsky kraj, vrbove",71
6837,241351,1,1,23,"trenciansky kraj, prievidza",64
6839,241502,1,1,20,"kosicky kraj, michalovce",93
6838,241495,0,0,0,"bratislavsky kraj, bratislava - ostatne",50
6843,241592,1,0,22,"kosicky kraj, michalovce",69
6844,241593,1,1,0,"kosicky kraj, michalovce",74
6845,241625,0,0,20,"presovsky kraj, svidnik",69
6846,241640,1,0,19,"presovsky kraj, snina",12
6847,241702,1,0,0,"nitriansky kraj, sahy",71
6840,241583,0,0,21,"kosicky kraj, michalovce",84
6841,241587,1,1,0,"presovsky kraj, vranov nad toplou",88
6850,241788,1,1,0,"zahranicie, zahranicie - francuzsko",19
6842,241588,1,0,20,"zahranicie, zahranicie - francuzsko",84
6851,241793,1,0,20,"banskobystricky kraj, velky krtis",71
6848,241783,1,1,22,"trnavsky kraj, dunajska streda",67
6849,241784,1,1,0,"banskobystricky kraj, velky krtis",71
6852,241910,1,0,20,"trenciansky kraj, prievidza",83
6853,241939,1,0,22,"nitriansky kraj, sahy",12
6855,242059,1,0,16,"banskobystricky kraj, ziar nad hronom",60
6854,242053,0,0,19,"banskobystricky kraj, velky krtis",62
6861,242251,1,1,18,"nitriansky kraj, surany",31
6856,242170,1,1,20,"trnavsky kraj, senica",60
6862,242288,1,1,0,"trnavsky kraj, dunajska streda",17
6860,242249,1,0,0,"kosicky kraj, spisska nova ves",81
6857,242197,1,1,19,"banskobystricky kraj, velky krtis",24
6863,242369,1,0,0,"presovsky kraj, giraltovce",91
6858,242217,1,1,0,"trnavsky kraj, senica",62
6859,242220,1,0,0,"bratislavsky kraj, modra",81
